Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
Patrick Heron ,1920,1999,"Two Blue Areas, One Red Disc : February 1962",0,"GBP 20,000 – GBP 30,000","GBP 47,500",(25.7 x 35.9 cm.),21 Nov 2019,"2019 | LIVE AUCTION 18337
MODERN | BRITISH ART"
Balthus ,Balthasar,2001,Portrait du Colonel Baron Moritz de Watteville (recto); Études préparatoires (verso),0,"EUR 8,000 - EUR 12,000","EUR 7,500",0,28 Oct 2021,"15 Oct - 28 Oct 2021 | Online Auction 20897
BALTHUS 46 oeuvres provenant de la collection de Stanislas Klossowski de Rola"
"Sir Peter Blake, R.A. ",1932,0,Calendar: February,0,"GBP 5,000 – GBP 8,000","GBP 10,000",(14.9 x 10.5 cm.),26 Jun 2015,"2015 | LIVE AUCTION 10364
MODERN BRITISH AND IRISH ART DAY SALE, LONDON"
"A PAIR OF WALL LIGHTS, A PAIR OF SCONCES AND A PAIR OF ORMOLU-MOUNTS",45,flower,PROBABLY LATE 18TH CENTURY,0,"GBP 2,500 - GBP 4,000","GBP 1,625",0,15 Oct 2020,"24 Sep - 15 Oct 2020 | Online Auction 18376
Works of Art from The Giuseppe Rossi Collection Sold to Benefit a Charity"
Moise Kisling ,1891,1953,Vase de fleurs,1947,"USD 40,000 – USD 60,000","USD 56,250",(39.8 x 33.2 cm.),17 Nov 2016,"2016 | LIVE AUCTION 12147
IMPRESSIONIST & MODERN ART DAY SALE"
ROBERT MOTHERWELL ,1915,1991,Djarum,0,"USD 2,000 - USD 3,000","USD 8,125",(813 x 533 mm.),8 Oct 2020,"22 Sep - 8 Oct 2020 | Online Auction 19755
Robert Motherwell Prints from the Dedalus Foundation"
Erich Heckel ,1883,1970,Three Nudes in a Forest,1923,"GBP 8,000 – GBP 12,000","GBP 11,250",(15.5 x 10.5 cm.),19 Jun 2019,"2019 | LIVE AUCTION 17192
IMPRESSIONIST AND MODERN WORKS ON PAPER"
Joseph Cornell ,1903,1972,Untitled (Glass Bell),0,"USD 500,000 – USD 700,000","USD 1,205,000",(40 x 21.9 x 21.9 cm.),13 May 2014,"2014 | LIVE AUCTION 2847
POST-WAR AND CONTEMPORARY EVENING SALE"
JAMES TURRELL ,B,90,First Light: one plate,1989,"USD 2,000 – USD 3,000","USD 16,250",(107.6 x 75.3 cm.),25 Jul 2014,"2014 | LIVE AUCTION 3499
FORMS IN COLOR"
HENRI MATISSE ,1869,1954,Nu au Collier,0,"GBP 2,000 - GBP 3,000","GBP 5,000",0,17 May 2018,"10 May - 17 May 2018 | Online Auction 16118
Modern Edition Online"
Eric Manigaud ,1971,0,Portrait Clinique #11 (Clinical Portrait #11),2010,"GBP 3,000 - GBP 5,000","GBP 2,750",(173 x 138cm.),28 May 2020,"12 May - 28 May 2020 | Online Auction 19564
Handpicked: 100 Works Selected by the Saatchi Gallery"
PABLO PICASSO ,1881,1973,Motifs n° 45 (A.R. 465),1963,"GBP 4,000 - GBP 6,000","GBP 5,625",0,17 Sep 2020,"3 Sep - 17 Sep 2020 | Online Auction 18358
Picasso Ceramics"
Fernand Léger ,1881,1955,Étude pour «Femmes au perroquet»,1940,"EUR 70,000 – EUR 100,000","EUR 74,500",0,21 Oct 2016,"2016 | LIVE AUCTION 14075
ART MODERNE"
MAGDALENA ABAKANOWICZ ,1930,2017,Back,1984,"USD 15,000 - USD 20,000","USD 32,500",(65.4 x 55.6 x 55.9 cm.),17 Jul 2019,"9 Jul - 17 Jul 2019 | Online Auction 17443
First Open | Online"
A PAIR OF REGENCY CREAM AND GREEN-PAINTED HALL CHAIRS,92,PAINTED,CIRCA 1820,0,"GBP 700 – GBP 1,000","GBP 2,750",0,4 Jun 2019,"2019 | LIVE AUCTION 17737
THE COLLECTION OF DRUE HEINZ TOWNHOUSES IN LONDON AND NEW YORK WITH INTERIORS BY JOHN FOWLER AND RENZO MONGIARDINO"
Pablo Picasso ,1881,1973,"Le Repos du Sculpteur, IV, from La Suite Vollard",0,"USD 12,000 – USD 18,000","USD 16,250",(194 x 270 mm.),24 Oct 2014,"2014 | LIVE AUCTION 2886
PRINTS AND MULTIPLES"
HAROLD CHARLES FRANCIS HARVEY ,BRITISH,1941,Two young girls with a butterfly,0,"GBP 25,000 - GBP 35,000","GBP 30,000",(61.9 x 56.5 cm.),29 Jul 2020,"7 Jul - 29 Jul 2020 | Online Auction 18829
British & European Art"
Eduardo León Garrido ,Spanish,1949,Baile de Sociedad,0,"USD 25,000 – USD 35,000","USD 31,250",(73 x 97.8 cm.),28 Oct 2013,"2013 | LIVE AUCTION 2739
19TH CENTURY EUROPEAN ART"
GEORGES-FRANÇOIS BLONDEL ,1730,FRANÇOIS,Intérieur du Panthéon à Rome ; et Vue intérieure du portique de l'église Santa Maria Maggiore à Rome,0,"EUR 2,000 – EUR 3,000","EUR 8,125",0,22 Mar 2017,"2017 | LIVE AUCTION 13787
DESSINS ANCIENS ET DU XIXE SIÈCLE"
A LOUIS XVI PAPIER-MACHE POCKET TERRESTRIAL GLOBE,0,0,"LATE 18TH CENTURY, SIGNED IO.B. HOMANNI",0,"USD 1,000 - USD 1,500","USD 27,500",0,28 Jan 2021,"14 Jan - 28 Jan 2021 | Online Auction 19705
The Art of Entertaining: The Collection of Mr. & Mrs. John H. Gutfreund 834 Fifth Avenue"
"A GEORGE III SATINWOOD, GONCALO ALVES AND PADOUK-CROSSBANDED BREAKFRONT LIBRARY BOOKCASE",283,CROSSBANDED,CIRCA 1770,0,"GBP 20,000 – GBP 30,000","GBP 30,000",0,17 Nov 2016,"2016 | LIVE AUCTION 12247
THE ENGLISH COLLECTOR: ENGLISH FURNITURE, CLOCKS AND PORTRAIT MINIATURES"
Andy Warhol ,1928,1987,Six Self Portraits,1986,Estimate on request,"GBP 22,621,250",(56 x 56cm.),6 Mar 2018,"2018 | LIVE AUCTION 15473
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
Adam McEwen ,1965,0,Commission #2: Friedrich (15),2011,"USD 18,000 – USD 25,000","USD 32,500",(50.8 x 71.1 cm.),8 Mar 2013,"2013 | LIVE AUCTION 2683
FIRST OPEN"
GERALD LESLIE BROCKHURST ,1890,1978,Adolescence (Kathleen Nancy Woodward),0,"GBP 7,000 – GBP 10,000","GBP 11,250",0,18 Sep 2019,"2019 | LIVE AUCTION 16955
PRINTS & MULTIPLES"
No Name,0,0,No Name,0,0,0,0,0,0
"Mary Fedden, R.A. ",1915,2012,Jocelyn's Egg Stand,0,"GBP 15,000 – GBP 25,000","GBP 40,000",(76.2 x 91.4 cm.),20 Mar 2014,"2014 | LIVE AUCTION 5249
MODERN BRITISH AND IRISH ART"
Claude Monet ,1840,1926,Le bassin aux nymphéas,1917,Estimate on request,"USD 31,812,500",(100.7 x 200.8 cm.),11 Nov 2018,"2018 | LIVE AUCTION 15977
IMPRESSIONIST AND MODERN ART EVENING SALE INCLUDING PROPERTY FROM THE COLLECTION OF HERBERT AND ADELE KLAPPER"
Alighiero Boetti ,1940,1994,Mappa,1979,"GBP 450,000 – GBP 650,000","GBP 866,500",(92 x 130cm.),11 Feb 2014,"2014 | LIVE AUCTION 10171
EYES WIDE OPEN: AN ITALIAN VISION"
FRANCISCO DE GOYA Y LUCIENTES ,1746,1828,Out hunting for teeth (A caza de dientes) Plate 12 from: Los Caprichos,0,"USD 3,000 - USD 5,000","USD 3,750",(213 x 149 mm.),23 Oct 2020,"8 Oct - 23 Oct 2020 | Online Auction 19889
The Sleep of Reason: Francisco Goya’s Los Caprichos"
Gunther Gerzso ,1915,2000,Personaje,1989,"USD 6,000 - USD 8,000","USD 8,125",(32.1 x 18.1 cm.),18 Nov 2020,"6 Nov - 18 Nov 2020 | Online Auction 18186
Latin American Art Online"
Arnaldo Pomodoro ,0,0,"Torre a spirale, studio III",1985,"USD 35,000 – USD 55,000","USD 35,000",(38.7 x 14.6 x 14.2 cm.),4 Mar 2016,"2016 | LIVE AUCTION 12121
FIRST OPEN | POST-WAR AND CONTEMPORARY ART"
Zygmund Menkes ,1896,1986,Music,0,"GBP 3,500 – GBP 4,500","GBP 5,000",(61.5 x 50.8 cm.),25 Oct 2012,"2012 | LIVE AUCTION 7873
IMPRESSIONIST/MODERN"
Michelangelo Pistoletto ,1933,0,Il Presente. Figura su sfondo nero V (The Present. Figure on a Black Ground V),1961,"GBP 350,000 – GBP 550,000","GBP 602,500",(200 x 150cm.),11 Feb 2016,"2016 | LIVE AUCTION 11795
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
"GREENWOOD, Charles & John. Map of the County of Somerset, London, George Pringle, 1822, folding hand-coloured engraved map on 2 sheets, 1360 x 1860 mm., with a large engraved vignette of Wells Cathedral, now backed on canvas and with ebonised rollers; together with HUDSON, W. Map of England, Huddersfield, F. Walkers, framed 692 x 508 mm.",0,0,,0,GBP 400 - GBP 600,GBP 625,0,21 Sep 2021,"1 Sep - 21 Sep 2021 | Online Auction 20209
Jasper Conran: The Collection Part II"
A LOUIS XVI ORMOLU AND PATINATED BRONZE MANTEL CLOCK,36,enamelled,"CIRCA 1775, THE MOVEMENT BY ROQUE, PARIS",0,"GBP 6,000 – GBP 10,000","GBP 11,250",0,15 Jul 2020,"2020 | LIVE AUCTION 18366
THE COLLECTOR: EUROPEAN AND ENGLISH 18TH AND 19TH CENTURY FURNITURE AND WORKS OF ART, SILVER, CERAMICS AND GOLD BOXES"
Follower of Marten van Valckenborch I,0,0,"A Mediteranean seascape with shipping and figures along the coast, a harbour and a mountainous village beyond",0,"EUR 2,000 – EUR 3,000","EUR 2,750",0,7 May 2013,"2013 | LIVE AUCTION 3028
OLD MASTERS AND 19TH CENTURY ART"
Jan Weenix ,Amsterdam,1719,"A group portrait of an elegantly dressed family by a classical building, with a boy approaching, holding game and a rifle, a coastal landscape beyond",0,"GBP 70,000 – GBP 100,000","GBP 112,900",(87 x 121.4 cm.),8 Jul 2016,"2016 | LIVE AUCTION 11974
OLD MASTER AND BRITISH PAINTINGS DAY SALE"
Peter Alma ,1886,1969,A still life with a cup and jars,1916,"EUR 10,000 – EUR 15,000","EUR 10,000",0,10 Dec 2013,"2013 | LIVE AUCTION 3036
MODERN ART"
André Brasilier ,0,0,Matin maritime,2004,"GBP 25,000 – GBP 35,000","GBP 25,000",(89 x 130.5 cm.),5 Feb 2016,"2016 | LIVE AUCTION 11133
IMPRESSIONIST & MODERN ART & PICASSO CERAMICS"
Louis Roy ,1862,1907,Paysanne à la moisson,1891,"EUR 30,000 – EUR 50,000","EUR 47,500",0,29 Mar 2019,"2019 | LIVE AUCTION 17000
IMPRESSIONIST & MODERN ART"
Rebecca Warren ,0,0,00,2006,"GBP 80,000 – GBP 120,000","GBP 290,500",(125.7 x 39 x 30.6cm.),11 Feb 2015,"2015 | LIVE AUCTION 10337
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
MAX ERNST,S,Dessaignes,"Georges Ribemont-Dessaignes, La Ballade du Soldat, Pierre Chave, Venice, 1989 (S. & L. 218)",0,"USD 800 – USD 1,200",USD 563,(as issued),25 Jul 2012,"2012 | LIVE AUCTION 2574
PRINTS & MULTIPLES"
Gerhard Richter ,B,2,Schober,1984,"USD 5,500,000 – USD 7,500,000","USD 6,967,500",(100 x 120 cm.),17 May 2017,"2017 | LIVE AUCTION 14187
POST-WAR AND CONTEMPORARY ART EVENING SALE"
"English School, c. 1930",0,0,Costume Design for a Rococo stage set with two figures and a greyhound in the foreground,0,GBP 300 - GBP 500,GBP 250,(31.1 x 30.5 cm.),4 Aug 2020,"14 Jul - 4 Aug 2020 | Online Auction 18852
An Aristocratic Château on the Côte d’Azur"
Château Rauzan-Ségla 2002,0,0,,0,USD 400 - USD 600,USD 625,0,15 Oct 2020,"1 Oct - 15 Oct 2020 | Online Auction 19200
The Private Collection of Jayne Wrightsman Online"
George Grosz ,1893,1959,Der Kaiser,0,"USD 6,000 - USD 8,000","USD 25,000",(30.5 x 19.7 cm.),11 Jun 2020,"29 May - 11 Jun 2020 | Online Auction 19578
Form and Fantasy"
Sanyu ,1901,1966,Femme nue aux longues jambes,0,"EUR 20,000 – EUR 30,000","EUR 52,500",0,3 Jun 2021,"2021 | LIVE AUCTION 19841
POST WAR & CONTEMPORARY ART"
André Lhote ,1885,1962,"Étude pour ""Léda""",1932,"EUR 50,000 – EUR 70,000","EUR 77,500",0,18 Oct 2018,"2018 | LIVE AUCTION 15909
ART MODERNE"
Grayson Perry ,1960,0,Untitled,0,"GBP 3,000 – GBP 5,000","GBP 3,750",(10 x 20.3 x 20.3cm.),12 Sep 2012,"2012 | LIVE AUCTION 6706
POST-WAR AND CONTEMPORARY ART"
After Bartolomé Esteban Murillo,0,0,Street children playing a game of dice,0,"USD 3,000 – USD 5,000","USD 6,875",(141 x 106.7 cm.),29 Aug 2012,"2012 | LIVE AUCTION 2576
CHRISTIE'S INTERIORS"
A PAIR OF VICTORIAN CUT AND MOULDED-GLASS OIL LAMPS,84,GLASS,"BY ZIMMERMANN & CO., FIRST HALF 19TH CENTURY, THE SHADES BY ROBERT KIME LTD.",0,"GBP 1,000 – GBP 1,500","GBP 5,000",0,23 Jul 2020,"2020 | LIVE AUCTION 18361
WILTON CRESCENT: A ROBERT KIME INTERIOR"
MAX ERNST ,1891,1976,Ohne Titel,0,"GBP 4,000 - GBP 6,000","GBP 4,750",(33.5 x 26.5 cm.),1 Jul 2020,"15 Jun - 1 Jul 2020 | Online Auction 18255
Modern Edition: Works on Paper and Prints"
"Stanhope Alexander Forbes, R.A., N.E.A.C. ",1857,1947,Desirée at the Piano,0,"GBP 3,000 – GBP 5,000","GBP 4,750",(46.4 x 31.8 cm.),12 Jul 2012,"2012 | LIVE AUCTION 6354
VICTORIAN & BRITISH IMPRESSIONIST ART"
"Giulio Pippi, called Giulio Romano ",Rome,1546,"A Roman Officer with mounted musicians, one on an ass",0,"GBP 15,000 – GBP 20,000","GBP 36,250",(24 x 26.5 cm.),5 Jul 2016,"2016 | LIVE AUCTION 11787
OLD MASTER & BRITISH DRAWINGS"
Daan van Golden ,1936,2017,Untitled,1960,"EUR 3,000 - EUR 5,000","EUR 6,250",0,18 Jun 2020,"2 Jun - 18 Jun 2020 | Online Auction 18280
Post-War & Contemporary Art: Amsterdam"
Rufino Tamayo ,1899,1991,Personajes con pájaros,1988,"USD 5,000 - USD 7,000","USD 5,625",(111.1 x 90.2 cm.),28 Nov 2018,"16 Nov - 28 Nov 2018 | Online Auction 16158
Latin American Art Online"
"LAURENCE STEPHEN LOWRY, R.A. ",1887,1976,Beach Scene,0,"GBP 130,000 - GBP 180,000","GBP 162,500",(26 x 35.5 cm.),2 Jul 2020,"15 Jun - 2 Jul 2020 | Online Auction 19641
People Watching: The Art of L.S. Lowry"
GRAHAM BELL ,1910,1943,The Painter's Hand with Bay Leaves,1938,"GBP 1,500 - GBP 2,000","GBP 1,750",(25.3 x 35.6 cm.),23 Nov 2018,"16 Nov - 23 Nov 2018 | Online Auction 16455
Modern/British & Irish Art"
"WILLIAM SCOTT, R.A. ",1913,1989,Six Pears and Grapes,1974,"GBP 80,000 – GBP 120,000","GBP 137,500",(63.5 x 76.2 cm.),2 Mar 2021,"2021 | LIVE AUCTION 19784
MODERN BRITISH ART DAY SALE"
Attributed to Eugenio Lucas Velázquez ,Madrid,1870,The Inquisition; and A bullfight,0,"USD 8,000 – USD 12,000","USD 8,125",(45.6 x 73.4 cm.),27 Apr 2017,"2017 | LIVE AUCTION 13874
OLD MASTER PAINTINGS AND SCULPTURE"
Shara Hughes ,1981,0,Secret Office,2010,"GBP 25,000 – GBP 35,000","GBP 212,500",(152.7 x 121.9cm.),5 Oct 2019,"2019 | LIVE AUCTION 17214
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Günther Förg ,1952,2013,Untitled,1997,"EUR 45,000 – EUR 55,000","EUR 52,500",0,12 Apr 2017,"2017 | LIVE AUCTION 14078
POST-WAR AND CONTEMPORARY ART"
John Murray ,1809,1898,"Gateway to Akbar's Tomb, vers 1858",0,0,0,(14 ¾ x 18 ¼ in.),10 Nov 2017,"2017 | LIVE AUCTION 15061
PHOTOGRAPHIES"
JAMES MCNEILL WHISTLER ,1834,1903,"Bridge, Amsterdam",1989,"USD 60,000 – USD 80,000","USD 81,250",(165 x 242 mm.),24 Apr 2014,"2014 | LIVE AUCTION 2842
PRINTS AND MULTIPLES"
ZAO WOU-KI ,1920,KI,Sans titre,0,"EUR 20,000 – EUR 30,000","EUR 40,000",(8 ¾ x 11 ¾ in.),8 Jun 2017,"2017 | LIVE AUCTION 13735
ART CONTEMPORAIN VENTE DU JOUR"
Gherardo CIBO ,Gênes,1597,"Rochers sur le bord d'un rivage, des voiliers à l'arrière-plan",0,"EUR 6,000 – EUR 8,000","EUR 13,750",0,26 Mar 2014,"2014 | LIVE AUCTION 3584
DESSINS ANCIENS ET DU XIXÈME SIÈCLE"
INEZ VAN LAMSWEERDE  and VINOODH MATADIN ,1963,0,"Kate/Bride, 'W' Magazine, 2003",0,"USD 10,000 – USD 15,000","USD 23,750",(55.3 x 43cm.),29 Sep 2014,"2014 | LIVE AUCTION 3458
TRIPLE XXX: PHOTOGRAPHS FROM THE COLLECTION OF DON SANDERS"
"Samuel John Lamorna Birch, R.A., R.W.S. ",1869,1955,"The gorge from Tillyfourie gates on the Don, Aberdeenshire",0,"GBP 6,000 – GBP 8,000","GBP 6,875",(50.8 x 76.2 cm.),19 Jun 2014,"2014 | LIVE AUCTION 5411
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
JEFF KOONS ,0,0,Balloon Dog (Blue),0,"GBP 5,000 - GBP 7,000","GBP 7,500",0,25 Sep 2019,"11 Sep - 25 Sep 2019 | Online Auction 17020
Contemporary Edition"
"Sir William Russell Flint, R.A., P.R.W.S., R.S.W. ",1880,1969,Alycia reclining,0,"GBP 20,000 – GBP 30,000","GBP 31,250",(22.2 x 36.8 cm.),11 Dec 2014,"2014 | LIVE AUCTION 1580
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
Bob Thompson ,1937,1966,Judgement of Paris (Cranach),1963,"USD 18,000 – USD 25,000","USD 50,000",(25.4 x 20.3 cm.),17 Jul 2013,"2013 | LIVE AUCTION 3424
FIRST OPEN: SUMMER EDITION"
Archibald Thorburn ,1860,1935,"On the river, winter",0,"GBP 5,000 – GBP 8,000","GBP 22,500",(35.6 x 26.7 cm.),12 Dec 2012,"2012 | LIVE AUCTION 7690
SPORTING & WILDLIFE ART"
GUSTAVE LE GRAY ,1820,1882,"Flotte Française en Rade de Cherbourg, 1858",0,0,0,(12 ½ x 15 ¾ in.),10 Nov 2017,"2017 | LIVE AUCTION 15061
PHOTOGRAPHIES"
ATTRIBUTED TO NICCOLÒ NELLI ,ACTIVE,1579,The Nine Ages of Woman,0,"GBP 1,000 – GBP 1,500","GBP 17,500",0,10 Dec 2019,"2019 | LIVE AUCTION 17352
OLD MASTER PRINTS"
PABLO PICASSO ,1881,1973,Ovale à l'oeil B (A.R. 624),0,"USD 700 - USD 1,000","USD 2,750",(15 x 15 cm.),7 Dec 2020,"23 Nov - 7 Dec 2020 | Online Auction 18334
Picasso Ceramics"
Amy Sillman ,1955,0,B,2007,"GBP 120,000 – GBP 180,000","GBP 137,500",(114.3 x 99cm.),5 Oct 2018,"2018 | LIVE AUCTION 15486
POST WAR AND CONTEMPORARY ART DAY AUCTION"
ROSEMARIE TROCKEL ,0,0,Tarzan,0,GBP 500 - GBP 700,GBP 375,0,25 Sep 2019,"11 Sep - 25 Sep 2019 | Online Auction 17020
Contemporary Edition"
IMOGEN CUNNINGHAM ,0,0,"Design for a 3 panel screen, Colletia Cruciata, 1933",0,"USD 10,000 - USD 15,000","USD 7,500",(18.7 x 24.1 cm.),7 Dec 2017,"29 Nov - 7 Dec 2017 | Online Auction 15575
MoMA: Women in Photography"
Raoul Dufy ,1877,1953,Voiliers dans le port de Deauville,1935,"USD 300,000 – USD 500,000","USD 314,500",(65 x 81.3 cm.),8 Nov 2012,"2012 | LIVE AUCTION 2596
IMPRESSIONIST AND MODERN ART DAY SALE"
Lucio Fontana ,1899,1968,Concetto spaziale,1965,"GBP 180,000 – GBP 250,000","GBP 225,000",(25 x 25 x 25cm.),12 Feb 2020,"2020 | LIVE AUCTION 18362
POST-WAR AND CONTEMPORARY ART EVENING SALE"
TOM WESSELMANN ,1931,2004,Nude (For Sedfre),0,"USD 5,000 - USD 8,000","USD 5,625",(429 x 584 mm.),21 Sep 2017,"12 Sep - 21 Sep 2017 | Online Auction 15074
Contemporary Edition"
REMBRANDT HARMENSZ. VAN RIJN ,1606,1669,Man at a Desk wearing a Cross and Chain,0,"GBP 8,000 – GBP 12,000","GBP 8,750",0,14 Dec 2017,"2017 | LIVE AUCTION 14914
OLD MASTER PRINTS"
A LOUIS-PHILIPPE ORMOLU AND PATINATED-BRONZE TWELVE-LIGHT CHANDELIER,99,encircled,CIRCA 1830,0,"GBP 6,000 - GBP 8,000","GBP 6,875",0,16 Nov 2021,"2 Nov - 16 Nov 2021 | Online Auction 19968
The Collector"
Francis Bacon ,1909,1992,House in Barbados,1952,"GBP 600,000 – GBP 800,000","GBP 601,250",(66.2 x 55cm.),27 Jun 2012,"2012 | LIVE AUCTION 5488
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
Marc Chagall ,1887,1985,Fleurs de Vence ou Lilas sur Vence  ,1954,"GBP 450,000 – GBP 650,000","GBP 908,750",(72.9 x 63.7 cm.),21 Jun 2018,"2018 | LIVE AUCTION 15484
IMPRESSIONIST AND MODERN ART DAY SALE"
Raymond Hains ,1926,2005,Untitled,1958,"EUR 8,000 - EUR 12,000","EUR 25,000",0,25 May 2021,"11 May - 25 May 2021 | Online Auction 20353
The Curator’s Eye: The Collection of Professor Dr Karin von Maur"
D'après Alexander Calder ,1898,1976,"Les quatre disques noirs, Le modèle crée en 1971 édition Pinton frères",1971,"EUR 6,000 - EUR 8,000","EUR 40,000",0,8 Dec 2020,"1 Dec - 8 Dec 2020 | Online Auction 19726
Art Contemporain et Design - vente online"
Joseph Christian Leyendecker ,1874,1951,Arrow Collar Man,0,"USD 20,000 – USD 30,000","USD 50,000",(40.6 x 30.5 cm.),21 May 2015,"2015 | LIVE AUCTION 3744
AMERICAN ART"
Sol LeWitt ,1928,2007,Five Open Geometric Sculptures,1979,"GBP 80,000 – GBP 120,000","GBP 133,875",(33.9 x 228.6 x 64.5cm.),25 Jun 2013,"2013 | LIVE AUCTION 1134
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
Richard Diebenkorn ,1922,1993,Untitled,1979,"USD 200,000 – USD 300,000","USD 250,000",(93 x 74.6 cm.),27 Sep 2019,"2019 | LIVE AUCTION 17647
POST-WAR TO PRESENT"
ECOLE ANGLAISE DU XIXEME SIECLE,0,0,Fillette tenant un panier,0,EUR 600 – EUR 800,EUR 813,(8 x 6 in.),25 Apr 2013,"2013 | LIVE AUCTION 3573
COLLECTION DENISE LÉVY"
Samuel Eglington ,fl,1856,Spilt ink,0,"GBP 8,000 – GBP 12,000","GBP 11,875",(60.9 x 44.4 cm.),9 Jul 2014,"2014 | LIVE AUCTION 5471
SPORTING & WILDLIFE ART"
CINDY SHERMAN ,0,0,"Sans titre (Lucille Ball), 1975",0,"EUR 6,000 – EUR 8,000","EUR 7,500",(13¼ x 10 5/8 in.),1 Jul 2014,"2014 | LIVE AUCTION 3609
PHOTOGRAPHS, ICONS & STYLE"
Jean Dubuffet ,1901,1985,Heaume No. 2,1971,"USD 60,000 – USD 80,000","USD 68,750",(30.8 x 43.2 x 29.5 cm.),3 Mar 2017,"2017 | LIVE AUCTION 13494
POST-WAR AND CONTEMPORARY ART"
Steven Goblé ,Dutch,0,A pastoral landscape with a pollarded willow and a plough,0,"EUR 800 – EUR 1,200",EUR 875,(18.5 x 22.3 cm.),10 Dec 2014,"2014 | LIVE AUCTION 3052
THE I.Q. VAN REGTEREN ALTENA COLLECTION PART II. DUTCH AND FLEMISH DRAWINGS FROM 1500-1900"
François-Xavier Lalanne ,1927,Xavier,The Mayersdorff Bar,1966,"USD 2,200,000 – USD 2,800,000","USD 4,572,500",0,17 May 2018,"2018 | LIVE AUCTION 15968
POST-WAR AND CONTEMPORARY ART EVENING SALE"
STEPHEN SHORE ,0,0,"Main St., Gull Lake, Saskatchewan, August, 18th, 1974",0,"USD 6,000 - USD 8,000","USD 6,875",(20.4 x 25.5 cm.),30 Sep 2020,"21 Sep - 30 Sep 2020 | Online Auction 18978
Photographs"
A PAIR OF REGENCE STYLE GILT-METAL ROCK CRYSTAL AND PRESSED-GLASS TWO-LIGHT WALL SCONCES,52,METAL,LATE 19TH / EARLY 20TH CENTURY,0,"USD 800 – USD 1,200","USD 4,000",0,22 Jun 2016,"2016 | LIVE AUCTION 3796
THE PRIVATE COLLECTION OF JOAN RIVERS"
THOMAS DOWNING ,1928,1985,MIANDRIVAZO,1972,"USD 20,000 - USD 30,000","USD 27,500",(188 x 396.2 cm.),20 Jul 2017,"11 Jul - 20 Jul 2017 | Online Auction 15393
First Open | Post-War & Contemporary Art"
"GIOVANNI FRANCESCO GRIMALDI, IL BOLOGNESE ",BOLOGNA,1680,A rocky river landscape with fishermen,0,"GBP 6,000 - GBP 8,000","GBP 6,000",(122 x 171.6 cm.),7 Oct 2020,"23 Sep - 7 Oct 2020 | Online Auction 19704
Discovering Old Masters: The Legacy of Piero Corsini"
"Pietro BUONACCORSI, dit Perino DEL VAGA ",Florence,1547,Un Dieu fleuve entouré de putti ; et Le triomphe de Marcus Furius Camillus,0,"EUR 4,500 – EUR 6,500","EUR 10,625",(1),26 Mar 2014,"2014 | LIVE AUCTION 3584
DESSINS ANCIENS ET DU XIXÈME SIÈCLE"
Giorgio de Chirico ,1888,1978,Una camera nel museo,0,"GBP 200,000 – GBP 300,000","GBP 254,500",(46.7 x 55.2cm.),16 Oct 2014,"2014 | LIVE AUCTION 1582
THE ITALIAN SALE"
Nigel Cooke ,1973,0,Silva Bereft,2003,"GBP 20,000 - GBP 30,000","GBP 30,000",(183 x 244cm.),20 Sep 2018,"12 Sep - 20 Sep 2018 | Online Auction 16454
First Open Online"
Eyvínd Earle ,American,2000,Black Oak meadows,1977,"USD 2,000 – USD 3,000","USD 5,000",(22.2 x 35.6 cm.),28 Aug 2013,"2013 | LIVE AUCTION 2722
INTERIORS"
A PAIR OF LOUIS XV ORMOLU CANDLESTICKS,25,AURELE,"CIRCA 1740, IN THE MANNER OF JUSTE-AURELE MEISSONNIER",0,"GBP 5,000 – GBP 8,000","GBP 5,625",0,13 Nov 2019,"2019 | LIVE AUCTION 17185
THE COLLECTOR: EUROPEAN AND ENGLISH FURNITURE, CERAMICS, PORTRAIT MINIATURES & WORKS OF ART"
ANDRE DERAIN ,1880,1954,"T. Petronius Arbiter, Le Satyricon, Aux dépens d'un amateur, Paris, 1951",0,"USD 3,000 – USD 5,000","USD 1,250",(there were also 26 artist's proof copies lettered A-Z),25 Jul 2012,"2012 | LIVE AUCTION 2574
PRINTS & MULTIPLES"
Joos de Momper II  and Jan Brueghel II ,Antwerp,1635,An extensive mountainous landscape with travellers on a path,0,"GBP 30,000 – GBP 50,000","GBP 60,000",(49.5 x 73.2 cm.),5 Jul 2019,"2019 | LIVE AUCTION 17196
OLD MASTERS DAY SALE"
A FRENCH GILT-METAL MOUNTED MAHOGANY CARTONNIER,152,METAL,"OF EMPIRE STYLE, LATE 19TH CENTURY",0,"GBP 1,200 – GBP 1,500","GBP 2,000",0,13 Aug 2013,"2013 | LIVE AUCTION 9370
CHRISTIE'S INTERIORS"
